OBJECTID,Location,Bed Name,Survey Date,Survey Month,Survey Year,Start Time,End Time,Tide Station,Tidal Ht m,Temp1 Shore Edge,Ave Temp Shore Edge,Observations,Additional Obs,Survey_ID,County,Site Code,Survey Day,NWSC Max Ext,DNR Max Ext,Visit Num,Survey Num,Analyze,Analyze Notes,Acres,Acres NWSC clip,Acres Ave NWSC Max Ext,Acres DNR clip,Miles,Weather,Survey Conditions,MLLW Tidal Ht m,Depth2 Shore Edge,Depth2 Water Edge,Ave Depth Shore Edge m,Ave Depth Water Edge m,MLLW Depth2 Shore Edge m,MLLW Depth2 Water Edge m,Current Station,Current Knots,Temp2 Shore Edge,Temp2 Water Edge,ToBe,ToWa,BeL,BeR,Notes,Extent Start Waypoint,Extent End Waypoint,Bulb m2,Shape__Area,Shape__Length
492,Hoypus Point,Hoypus Point,2024-07-18,7,2024,07:48:00,08:19:00,Yokeko Point (9448601),0.12,12.2,,"Some Harbor Seals, few to no Bryozoans. Very little senescence observed, though sori were present and shedding. Forage fish spotted outside of bed, none inside of bed. No kelp crabs were seen in main bed, kelp crabs observed in smaller bed and in kelp clusters outside survey area. Compared to Possession, this bed exhibits significantly more entanglement/clustering of stipes potentially due to increased current from deception pass? See Interesting Kelp Bed Photo 1","Photo Waypoint: 019 Time Taken: 8:10am  WAYPOINTS 016, 017, 018, WERE MANUALLY MOVED INTO PLACE IN BASECAMP. Somehow, these points all populated on top of one another where waypoint 015 was originally taken, (however I do believe these to waypoints to now be in the right locations). Additionally, the bed track appears to not be closed however the bed follows a relatively straight line and the two end points can be connected. These realizations were strange to see in post processing as I saw with my own two eyes these points being taken by volunteers at their intended locations (not at 015) AND their boat returned to the predetermined shore location to close the track. Was surprising to say the least.   Second bed is submitted in a separate GPX file. Start Track Waypoint: 020, End Track Waypoint: 021, Temp in Center of Bed: 54.4 F, Depth in Center of Bed: 4.5 ft, Time Data was Taken: 8:19am. This bed was intermixed with a Seagrass Meadow, seems the kelp may be attaching to shells and grass associated with this portion of the nearshore environment as few rocks were observed in this area.",island_hoypus_point_2024_07_18_21,Island,HOYP,18,0,0,2,1,1,,2.37415930313313,2.37415930313313,,2.37639712767396,0.467249809460796,clear,"Eddy within bed, little to no current on the paddle back, Sargassum bed outside survey area, large wakes from boat traffic.",0.05,1.37,4.42,,,1.3,4.35,PUG1629,0.2,12.2,12.2,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-HNgxVSg/0/MS2dhsXV2LV9sh6swrQd24v8jqLVCSfVVg55kcZk2/Th/island_hoypus_point_2024_07_18_21_ToBe-XL.jpg,,,,,,,,103515.850097656,2468.24137380463
493,Hoypus Point,Hoypus Point,2024-08-16,8,2024,07:45:00,,Yokeko Point (9448601),,12.8,,"Healthy bed increasing in density from July. Few Sori in the bed (<10%) but many on blades not in bed. Green algae on mature bulbs. 2 kelp crabs (25 mm carapace width), 2 river otters on beach. Salmon fisherman 400 m away. Many egg yolk jellies, No forage fish, although many herring in Cornet Bay. 6' vertical viz outside, 2' inside. Jet noise. Fewer boats than usual",,island_hoypus_point_2024_08_16_31,Island,HOYP,16,1,1,3,1,1,,3.40628028058965,3.40628028058965,3.4063,3.40949102717241,0.39998918337438,clouds,Low current to East during survey. SE breeze. No swell. Some boat wakes. Numerous sparse kelp plants outside main bed and in area.,,1.22,3.96,,,1.36,4.11,,,12.8,12.7,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-4Hm6wMg/0/KJfQLwfWHv4dmwT37MPK5snJKtzGCQNMtGJCBMNKB/Th/island_hoypus_point_2024_08_16_31_ToBe-XL.jpg,,,,,,,,148517.407470703,2112.93797547961
494,Hoypus Point,Hoypus Point,2024-09-16,9,2024,08:45:00,09:20:00,Yokeko Point (9448601),,12.2,,"Great Blue Heron on kelp. No fish. 2 kelp crabs.  Sori 70-80%. Blades mature, many missing from bulbs.  inshore plants mixed with eel grass.",Two other small beds outside of shore segments also measured,island_hoypus_point_2024_09_16_40,Island,HOYP,16,0,0,4,1,1,,2.49962114883265,2.49962114883265,,2.50197738052142,0.304610323048804,clouds,"No wind, overcast, no waves. Light current to East turned at 0910 to light current to the west. Less than .5 knots. Numerous plants outside perimeter and all along the shore, often mixed with eel grass",,0.61,1.83,,,0.68,1.9,,,12.3,12.1,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-xfhG3kd/0/KQPmxBGwjs7XWcw9hfV8hjvqGVwFsT72hbQLc3Zhs/Th/island_hoypus_point_2024_09_16_40_ToBe-XL.jpg,,,,,,,,108986.099609375,1609.10013076893
495,Lowell,Lowell,2024-06-19,6,2024,11:01:00,11:27:00,Sandy Point (9447856),,20.4 & 16.2,,"As with Bed 1, Bed 2 appeared a little denser than last year. Blades looked healthy, not torn or bleached. Understory in Bed 2, like Bed 1 was not as dense with witch's hair as last year. There was sugar kelp near the shoreline along this stretch of bull kelp, as well. In terms of fauna, we saw eagles, pigeon guillemots, sea gulls, harbor seals, anchored sea cucumbers, red rock crab and forage fish.","Again, as last 2 years, in June, there tend to be 3 smaller beds, that over the 4 months tend to grow into one large bed. This June the 3 beds seemed a little larger than last year at this time, in spite of a pretty wet and cloudy spring. I was expecting less kelp growth due to those factors. The tide was 0.19 ft. at the end time of Bed 2, a little over 0 ft.",island_lowell_point_2024_06_19_5,Island,LWLP,19,0,0,1,1,1,,3.1758039322836,3.1758039322836,,3.1779260244303,1.08007370125819,clear,"Clear day. Wind 10-13 kts. Little or no current. For this early in the season the bed was more developed than last year. Kelp was sparse outside the perimeter. At 10:35wind 8-13 kts. Little current initially, increasing moderately durring paddle.",-0.05,1.29 & 0.61,1.89 & no data,,,2.87 & 1.34,1.95 & 1.16,Greenbank Wa.,0,20.4 & 15.4,14.8 & 13.5,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-bXNX5Pc/0/Mkh3Vq5bc9JDMFdzWvJ8KBhJ9GMFpZqxzXZbmh8hg/Th/island_lowell_point_2024_06_19_5_ToBe-XL.jpg,,,,survey start 11:01 is the first entry (i.e. T1 before the '&') and survey start 10:35 End 10:55 island_lowell_point_2024_06_19_4 all other data is added in as second entries as text fields.,NW boundary endpoint: WP-3,SE boundary endpoint: WP-14,,138430.450317383,5704.69398812317
496,Lowell,Lowell,2024-07-18,7,2024,10:25:00,11:08:00,Sandy Point (9447856),-0.19,17.4,,"Kelp bed had grown from 3 smaller beds to 1 large bed with a bare area in the middle of no kelp (see bed sketch on PDF 1). Bare area in middle will likely fill in by August paddle. Bed was larger and denser than last year at this time. Blades and stems were healthy-no bleaching and blades intact. Understory was fairly dense-a lot of shorter bull kelp and witches hair brown algae.  We saw eagles, pigeon guillemots, gulls, harbor seals, armored sea cucumbers, sugar kelp, red rock crab, forage fish.","I snorkeled in this area on 7/13/24. About 100 ft offshore, at 15 ft. depth, bull kelp was 10 ft. with fairly dense understory of smaller kelp, witches hair and sugar kelp. A lot of forage fish, juvenile pile perch, adult pile perch, red rock crab, large clams (horse clams or geoducks), armored sea cucumbers, mottled sea stars, giant pink sea stars. Overall, the bed looked denser than in past years.",island_lowell_point_2024_07_18_15,Island,LWLP,18,0,0,2,1,1,,19.4055102552097,19.4055102552097,,19.4184658137539,1.17553654548229,clear,"Clear and sunny, small waves, slight wind (3-9 kts), slight ebb and flood current at 0 tide (.02 kts). Kelp bed was denser than previous year at this time. Kelp sparse outside of perimeter.",-0.13,1.22,5,,,1.28,5.06,Sandy Point,0,17.1,17.2,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-KNnhj4c/0/NbRmD74mhq9F3jjhJNjjb4729RHRnF72LbR7btkR8/Th/island_lowell_point_2024_07_18_15_ToBe-XL.jpg,,,,,WP-1 Northwest boundary,WP-4 Southeast boundary,,845868.359008789,6208.90524715972
497,Lowell,Lowell,2024-08-30,8,2024,09:55:00,10:51:00,Sandy Point (9447856),-0.13,16.4,,"Bed 1 was moderately dense. While the perimeter of the track was continuous around the crescent shaped bed, there was section in the middle of the bed where no kelp bulbs or fronds were visible, like in July 2024, but much a much smaller open space. Much of the interior space had filled in with kelp. The bed extended to the SE boundary, the furthest south that I have seen it (2020 was my first year). We saw harbor seals, egg yolk jellyfish, armored sea cucumbers, sea stars, red rock crab, kelp crab, forage fish, sargassum, rock weed, witch's hair. Overall, the kelp looked healthy.",,island_lowell_point_2024_08_30_34,Island,LWLP,30,0,0,3,1,1,,24.1661828326496,22.6204256317299,,22.6355280443012,1.69685330995651,clear,"Wind: 6-10 mph, slight waves, moderate flood tide. Kelp stipes, bulbs, and fronds looked healthy, fronds in stronger currents looked a little frayed.",0.1,0.7,5.46,,,0.87,5.62,"Sandy Point, Wa",0.4,17,16.5,no image available,,,,,WP-1 Northwest boundary,WP-7 Southeast boundary,,1053381.99572754,8962.38160502346
498,Lowell,Lowell,2024-09-15,9,2024,09:53:00,10:30:00,Sandy Point (9447856),-0.18,13.3,,"In terms of overall bed size, it appeared larger than I've ever seen it (2020-2023). Depth on inner perimeter was shallower than ever before (1.3) and depth on the outside NW area deeper than ever (28.1 ft). In terms of density, the bed seemed moderately dense with least density in south central area of bed. Overall, the bed looked healthy. Similar flora and fauna-red rock crab, kelp crab, armored sea cucumbers, gulls, bald eagles, loons, harbor seal, egg yolk jelly fish.",,island_lowell_point_2024_09_15_38,Island,LWLP,15,1,1,4,1,1,,24.8890826645396,24.8890826645396,24.8891,24.9056994496426,1.29207065374882,clouds,"Wind-6-10mph, waves-calm. Kelp looked healthy-fronds were intact, some bryozoans on fronds. Bed densest at NW outer perimeter to middle of bed. The hole in the August survey had completely grown in, but the kelp was less dense than in perimeter areas.",0.06,1.28,8.56,,,1.52,8.8,Sandy Pt. WA,0.1,13.3,13.9,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-BQTSmVZ/0/MqLxZGJVnC5q4bRdpNsJZj9nRgBGj7ZS2jgSS4gq7/Th/island_lowell_point_2024_09_15_38_ToBe-XL.jpg,,,,,WP-96 Northwest Boundary,WP-106 Southeast Boundaries,,1084892.24523926,6824.41087666911
499,Polnell Point,Polnell Point,2024-08-21,8,2024,10:55:00,13:05:00,Crescent Harbor (9447952),,14.5,,"Area of low density kelp due east of waypoint 499 (western shoreline segment), but did not track (see Figure 1 - see data report for figure). Kelp appear to be mixed age:  ~ 25% are older blades (large diameter stipes, yellow brown blades with abundant bryozoans) & remainder are smaller bulb & stipe with brown blades & few or no bryozoans Sori moderate w/few punchouts. Bryozoans moderate & varied widely depending on individual kelp. Kelp crab few & only underwater (must pick up bulb or fronds to see). 1 great blue heron on shoreline rock 1 harbor seal on low rock 1 cormorant flying over bed, did not land Small fish schools in shallows of western section; look like primarily shiner perch;  2 kingfishers chasing each other over water in eastern section",,island_polnell_point_2024_08_21_29,Island,POLN,21,1,1,1,1,1,,35.7309968749336,35.7309968749336,35.731,35.759993163302,1.62374059220831,clouds,Overcast; winds SSE 8-9 kt shifting to SSW 8-9 kt; standing southerly swells 2-3',0.13,1.52,4.57,,,1.11,4.16,Not used,,13.8,14.1,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-XRKStpr/0/KgMgtd2X2PsJgbKk5ThvvdkS5QZ7fqcWPL5v9z4bP/Th/island_polnell_point_2024_08_21_29_ToBe-XL.jpg,,,,,493,499,,1557705.27490234,8576.82915019171
500,Possession Point,Possession Point,2024-06-18,6,2024,09:23:00,10:50:00,Glendale (9447814),-0.09,14,,"Presence of Harbor Seals, California Sea Lions. Complete absence of bryozoan and kelp crab observation. Significantly denser and more mature on the south east edge with a steady gradient to young/less dense as you travel to the north west edge, those most mature on the south east side have sori and have begun to shed them. A large ""raft"" of bull kelp younglings the size of a cluster was observed to be floating through the bed as the survey progressed. Though it was determined they were not attached to the seafloor and was thus not surveyed. Presence of kelp from survey start to survey end point despite failing to qualify as a bed or cluster.","Explosion of what is believed to be Sargassum Muticum (see attached photo). A small sargassum bed is typically seen just inside the ""survey start point"" and ends right as the bull kelp bed begins. This year however, the sargassum covers an area roughly 2-3 times larger than previously seen at any point in the season. Presently, this sargassum bed extends well into the bull kelp forest with stragglers present all the way out to the deepest/most southern parts of our kelp bed at times intertwined with the clumps of bull kelp. I would like to begin a discussion around attempting to document the sargassum expression extent provided we have the volunteers and GPSs available.",island_possession_point_2024_06_18_7,Island,POSS,18,0,0,1,1,1,,23.5527627595803,23.5527627595803,,23.4567024938936,1.01560167703606,clear,"Clear eddy within the forest itself, was ebbing until roughly 10-10:15 then began flooding with little to no true slack. Though it was noted NOAA predictions had true slack and 0 tide both at 10:00am",-0.04,2.44,3.2,,,2.49,3.25,Possession Sound Entrance (59ft),0.1,13.8,13.6,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-JLCpC8M/0/KR7mF2qdb2ddLw6MX6pjjVcCDF4kqf446D2WckcL3/Th/island_possession_point_2024_06_18_7_ToBe-XL.jpg,,,,,031,037,,1026432.86157227,5363.61706143033
501,Possession Point,Possession Point,2024-07-17,7,2024,08:11:00,09:42:00,Glendale (9447814),-0.12,18,,"Highest density on the south east side. The bed has filled in to a high density for the majority of eastern half of the bed with a steady decline in density from the halfway point to the western edge. Individuals have generally skinnier stipes on the western portion of the bed as well. Sori were present throughout the entire bed. Senescence was seen to be greatest nearshore and the western edge. Small amount of bryozoans on the eastern edge, though less than past years at this time. Small population of kelp crabs was seen along the western portion of the bed. An abundance of schooling fish, likely forage fish, but no positive identifications. Harbor seal pups present as well as adults. California sea lions present in the distance. Egg yolk jellies have arrived. Sargassum expression has decreased from last month but is still greater than at this time in previous years, instead of extending out into the deepest parts of the bed it seems to now stick mostly to the shoreline. We did not have enough volunteers to outline the sargassum expression this time but will continue to aim to collect this data in the future.",Waypoint 045 denotes the end of the main bed and the beginning of the march to the survey endpoint. As Ron traveled out to the survey endpoint (046) he found a smaller bed within the survey parameters and attempted to get a quick track of it. Happy to explain further if necessary. Waypoint 043 is the position of the to shore photo.,island_possession_point_2024_07_17_11,Island,POSS,17,0,0,2,1,1,,46.924253380429,46.924253380429,,42.9070766519089,2.23611049053273,clouds,"Decent Winds to start that calmed down by mid survey. Slack at 9:00, aimed for majority of survey to take place at the 8:45-9:45 with a zero tide at 9:30.",-2.85,1.83,4.57,,,1.86,4.6,Possession Sound Entrance (59 ft),-0.2,17.5,16.8,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-K7NMSfZ/0/KMJsBkwTpttjwsR5rD3HD6rGdqdCsrrwkZWKWj3pT/Th/island_possession_point_2024_07_17_11_ToBe-XL.jpg,,,,,039,046,,2044965.55603027,11809.3944439713
502,Possession Point,Possession Point,2024-08-16,8,2024,08:32:00,10:50:00,Glendale (9447814),-0.3,14.8,,"Based on how fast the bed grew in June and July I would've expected a larger and denser bed in August. Lack of density caused for a very complex and time consuming perimeter/track. Kelp crabs present throughout, kelp show signs of crab feeding. There were a small amount of bryozoans present especially on east edge. Sargassum was minimal and confined to NorthEast shoreline edge. Lots of harbor seals as usual, sealions on buoy. Minimal schooling/forage fish spotted, no ID. Sori still present for some individuals but mostly on the Wastern half of the bed. Density much higher in the Eastern side of the bed, but also dense along the Southern (deep) edge. Northern and Western edges see the the least amount of density. NorthWest individuals are brighter in color, express smaller stipes/pneumatocyst, and do not exhibit much entanglement compared to their Eastern and Southern counterparts. Senescence has begun to set in across the bed.","Blown off waypoint 052 before data could be collected, waypoint 052 and 053 can be connected to clip the track then continue from 053 to the rest of the track (in other words, there was a small peninsula at this point in the bed that then dipped in towards 053). 054 is photo waypoint. The document ""cluster_waypoints_08_16_24.gpx"" denotes three cluster's of kelp that were not attached to the bed, nor to one another, however, were large enough to warrant attention. Unfortunately, with time limited, we were not able to conduct perimeters of the clusters themselves; for similar reasons depth and temp were also omitted.",island_possession_point_2024_08_16_32,Island,POSS,16,1,1,3,1,1,,75.5647072991458,75.5616048230453,75.5616,59.2935021516775,3.99985932696446,clouds,"Windy and High Current to start, settled down by ~9:45. Sparse Kelp outside track especially on the SouthWest side and a trail along the mouth of Cultus Bay past the Western survey endpoint. Winds were expected from south but ended up coming from north/no",-0.05,3.35,5.33,,,3.61,5.59,Possession Sound Entrance (59 ft),-0.2,15.3,14.8,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-hHphgMj/0/LBkQSsjrPPXSW2kSw9vhHKbJPLKtJz55zSG6GdwSk/Th/island_possession_point_2024_08_16_32_ToBe-XL.jpg,,,,,049,056,,3293120.20410156,21124.1434185183
503,Possession Point,Possession Point,2024-09-14,9,2024,07:30:00,08:45:00,Glendale (9447814),-0.09,14.5,,"High levels of bryozoans on the southern perimeter, though none on northern/shoreside perimeter. Large kelp crabs throughout and a lot of signs of kelp crab herbivory. Large population of harbor seals. Followed by 1 California Sea Lion. No sargassum. Forage fish ubiquitous throughout though no ID obtained. Density has begun to decrease in the eastern and south western portions of the bed. Though, the north western portion of the bed close to shore was still increasing in density, sori in this portion were present and no senescence has set in. In the rest of the bed sori were gone and senescence had set in. Kelp continues out into the mouth of Cultus Bay past waypoint 726 and seemingly connects to Bay West bed on the other side of Cultus Bay, though this was not confirmed.",Waypoint 728 is the photo waypoint.,island_possession_point_2024_09_14_41,Island,POSS,14,0,0,4,1,1,,75.4507329147399,74.3169043172205,,54.2351606415927,2.98993758619233,fog_mist,"Strong Winds and Large Waves. Was towards the edge of our abilities to survey, though we were successful. We had originally attempted to get two replicates of possession to asses our ability to do so going into next season. Though, when we got to the half",-0.09,,,,,,,Possession Sound Entrance (59ft),-0.3,15.3,14.3,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-SgQnndp/0/MNjc3stjBnsvZ2DN6vj4wVB6WzmcVqx66cfDRcTcr/Th/island_possession_point_2024_09_14_41_ToBe-XL.jpg,,,,,721,726,,3288154.1986084,15790.526128663
504,North Beach Main,North Beach East,2024-06-22,6,2024,10:45:00,11:45:00,Port Townsend (9444900),-0.88,13.8,,,This was a test run for the new kayak leads and was not complete (did not go to the far shoreline segment with GPS) so should likely not be considered part of the full dataset.,jefferson_north_beach_east_2024_06_22_6,Jefferson,NB-E,22,0,0,1,1,1,,2.60398903281681,2.60398903281681,,2.60578737160747,0.370721757463917,clouds,,-0.11,2.99,6.49,,,3.76,7.26,Pt Wilson,,11.1,10.7,no image available,,,,,137,142,,113508.116821289,1958.08691484939
505,North Beach Main,North Beach East,2024-07-18,7,2024,09:00:00,09:50:00,Port Townsend (9444900),-0.43,14.7,,"kelp patchy in west, small fish jumping, sorus material present",,jefferson_north_beach_east_2024_07_18_17,Jefferson,NB-E,18,0,0,2,1,1,,6.98503976795986,6.98503976795986,,6.98986594292119,0.730838301386784,fog_mist,"light swell but calm water, light mist",-0.13,2.07,7.8,,,2.37,8.1,Point Wilson,,11.7,11.4,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-gWMKSSD/0/KT5LBbq8cvTSHjz9CtwrCsZN7P2JwWMtgSQSZgSLC/Th/jefferson_north_beach_east_2024_07_18_17_ToBe-XL.jpg,,,,,143,148,,304478.494873047,3860.15853582156
506,North Beach Main,North Beach East,2024-08-17,8,2024,09:22:00,10:42:00,Port Townsend (9444900),-0.46,,,"sea star, kelp crabs. Blades very healthy and many are reproductive, just a few kelp crabs, many have already shed their sori.",Drone flown by Wayne.,jefferson_north_beach_east_2024_08_17_28,Jefferson,NB-E,17,1,1,3,1,1,,19.2963912566087,19.2963912566087,19.2964,19.3097215558145,1.20869414097045,clear,"light westerly, some kelp sparse in East, large sandy patches near shore",-0.03,1.8,8,,,2.23,8.43,,,11.8,10.9,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-8bSK7PB/0/MTFvB3TdF9v4gtkRkpMhVtqQGPR6w9CD9MTM7cBqM/Th/jefferson_north_beach_east_2024_08_17_28_ToBe-XL.jpg,,,,,149,149,,841131.450073242,6384.1084758095
507,Biz Point,Biz Point,2024-07-09,7,2024,12:04:00,12:41:00,Burrows Bay (9448683),-0.26,,,"Kelp was dense and appeared healthy. There was new understory kelp growing outside of the perimeter that we measured. A Belted Kingfisher was very active eating small silver fish that continually broke the water surface. While Elizabeth stopped paddling, several fish swam next to her kayak. She and Denby identified them as small salmon. Other Notes:  Only one purple sea star was seen along the rocky shoreline between the shoreline segments. During the paddle back to the dock (launch site) several Harbor Porpoises were observed.",RE: Additional Southern  Bed Extension Beyond Shoreline Segment         Waypoint #5 ?         Track #1229 ? RE: Additional Northern Bed Extension Beyond Shoreline Segment         Northern Track  #1241 (?)                                   #1242 (?) Per John: Denby got all of the waypoints confused/mixed up so you'll need the correct locations from the GPS.   Phil attempted to make sense out of them when loading into Kobo Toolbox but not sure I got them right.,skagit_biz_point_2024_07_09_10,Skagit,BZPT,9,0,0,1,1,1,,0.603575893570596,0.554797217201973,,0.555336526103175,0.316530110201211,clear,"A mild flood tide was starting when we left the kelp bed @ 12:15 PM. (Note that this was much earlier than the predicted slack current and low tide).  Clear sky, no wind, very little current, calm water.",-2,,,,,,,,0,,,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-5HV8Pmk/0/LksVJSwcPgGSTWBG3JWWt6T5pwmw3gKdsRJHhPVbx/Th/skagit_biz_point_2024_07_09_10_ToBe-XL.jpg,,,,,3,7,,26317.3387451172,1672.09162658343
508,Biz Point,Biz Point,2024-08-06,8,2024,10:18:00,11:00:00,Burrows Bay (9448683),0.15,,,"Kelp was very healthy, long blades and dense in places. Tracks provided for ""new"" south and north beds - more kelp was observed outside of all the tracked beds. Two harbor porpoises, many harbor seals, pigeon guillemots, fried egg jellyfish, belted kingfisher and large schools of small silver fish among the kelp beds.",,skagit_biz_point_2024_08_06_22,Skagit,BZPT,6,0,0,2,1,1,,0.722723264552594,0.722723430075689,,0.723425607485976,0.266030965926912,fog_mist,"Calm winds, light fog / mist. Current was slack.  Sparse kelp observed outside of main bed and also outside of the ""new"" south and north beds.",0.04,,4.95,,,,4.84,Burrows Bay,0.3,,11,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-DRCmhKm/0/KfNJWWqmMbgX9vGNc6K66rGGWjkKBMtddtkKVBF9M/Th/skagit_biz_point_2024_08_06_22_ToBe-XL.jpg,,,,,131,139,,31512.4454345703,1405.32643771121
509,Biz Point,Biz Point,2024-09-16,9,2024,07:45:00,09:00:00,Burrows Bay (9448683),-0.03,,,"Kelp was healthy, long blades and very dense in areas. ""Main"" bed tracked first with typical protocols. New south and north beds were only tracked (no waypoints, depth or temps). Observed Great Blue Heron, double crested cormorants, belted king fisher, sea stars, harbor porpoise, harbor seals (many). Also pigeon guillemot (winter color) and common mures, including adults and fledglings.",,skagit_biz_point_2024_09_16_35,Skagit,BZPT,16,1,1,3,1,1,,1.03965189823267,1.03965207321355,1.0396,1.0406629334866,0.325451838983914,clear,"Conditions were calm winds / current and clear skies.  Kelp is very thick and healthy and extended well beyond the tracks of our three beds (Main, South, North), in most cases sparse, but there were a few thicker beds outside of perimeter track.  Note Sur",0.08,,7.92,,,,8.03,Burrows Bay,-0.5,,11.1,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-nhWjpb3/0/LhvJ99kqrM4NDdNVHZKQb4HPg42cCHvHqWPHsmJs5/Th/skagit_biz_point_2024_09_16_35_ToBe-XL.jpg,,,,,182,180,,45331.2801513672,1719.27941122456
510,Biz Point South,Biz Point South,2024-09-16,9,2024,07:45:00,09:00:00,Burrows Bay (9448683),-0.03,,,"Kelp was healthy, long blades and very dense in areas. ""Main"" bed tracked first with typical protocols. New south and north beds were only tracked (no waypoints, depth or temps). Observed Great Blue Heron, double crested cormorants, belted king fisher, sea stars, harbor porpoise, harbor seals (many). Also pigeon guillemot (winter color) and common mures, including adults and fledglings.",,skagit_biz_point_2024_09_16_35_South,Skagit,BZPT-S,16,1,1,1,1,1,,1.79040186259104,1.78855296116771,1.7886,,0.317022342815358,clear,"Conditions were calm winds / current and clear skies.  Kelp is very thick and healthy and extended well beyond the tracks of our three beds (Main, South, North), in most cases sparse, but there were a few thicker beds outside of perimeter track.  Note Sur",0.08,,7.92,,,,8.03,Burrows Bay,-0.5,,11.1,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-nhWjpb3/0/LhvJ99kqrM4NDdNVHZKQb4HPg42cCHvHqWPHsmJs5/Th/skagit_biz_point_2024_09_16_35_ToBe-XL.jpg,,,,,182,180,,78065.6986083984,1674.64239977711
511,Coffin Rocks,Coffin Rocks,2024-06-20,6,2024,08:50:00,09:10:00,Burrows Bay (9448683),-0.3,11.1,,"Kelp density and health very good with young kelp still below surface.   Habor seal seen during approach to rocks in water, not hauled out. One seagull and one oyster catcher observed perched on rocks. Colony of gumboot chitons on south side of rock.  With smooth water many forage fish observed and evident throughout survey.",,skagit_coffin_rocks_2024_06_20_1,Skagit,COFF,20,0,0,1,1,1,,1.04660609875499,1.04660609875499,,1.04759512247552,0.183529982512583,clear,Calm wind and seas; water glassy smooth.  Current negligible.  Subsurface bulbs of kelp along perimeter of kelp bed.,0.17,3.35,3.81,,,3.82,4.28,Deception Pass/NOAA,0.1,11.7,11.1,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-NLPsnMz/0/KJMfbCptMVFJP64XT94r6VgDWGrnb3gSFXfV8tfMD/Th/skagit_coffin_rocks_2024_06_20_1_ToBe-XL.jpg,,,,,Waypoint 67,Waypoint 71,,45633.2524414063,969.496169529317
512,Coffin Rocks,Coffin Rocks,2024-07-19,7,2024,08:26:00,08:42:00,Burrows Bay (9448683),-0.62,12.2,,Kelp density and health very good.  Overall kelp bed appears larger than June survey with fingers of  kelp extending beyond circular perimeter.   Pair of oyster catchers on Coffin Rocks chattering away during survey; not a likely nesting site!.   Numerous egg-yolk jellyfihs in kelp bed all around rock and perimeter.,,skagit_coffin_rocks_2024_07_19_12,Skagit,COFF,19,0,0,2,1,1,,1.47528068184889,1.47528068184889,,1.47667513490545,0.213540148197652,clear,Calm wind and sea; water glassy smooth except for boat wakes.  Inner area of Bowman Bay thick with plankton.    Beach of Bowma Bay covered with washed up sea lettuce.   Tide station above should be Bowman Bay (9448614),-0.18,3.51,5.79,,,3.95,6.23,Deception Pass/NOAA,0.5,12.2,12.2,https://photos.smugmug.com/Projects/Kelp/n-rTwcc/Kelp-SoundIQ-2017-present/2024/i-CGprnQQ/0/Kdzqd3Pv9635RnrddDCQTWnRbD8tXPW9NNSkdWBs5/Th/skagit_coffin_rocks_2024_07_19_12_ToBe-XL.jpg,,,,,73,77,,64323.9680175781,1128.02472958737
